Date,Description,Amount,Extended Details,Doing Business As,Parent Company,Street Address,"City, State Zip",Reference,Category
11/4/17,"LYFT *RIDE FRI 8PM - SAN FRANCISCO, CA",13.62,"OPSNT_BHLBC(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/4/17,"LYFT *RIDE SAT 5PM - SAN FRANCISCO, CA",10.82,"OPSNT_BI2GJ(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/4/17,"UBER *TRIP 7LV32 - HELP.UBER.COM, CA",14.71,"H4QGP8QX HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/4/17,"UBER *US NOV04 GKC5H - HELP.UBER.COM, CA",11.02,"AXJ88403 HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/4/17,"UBER *US NOV04 IZG42 - HELP.UBER.COM, CA",9.8,"J1RMZAQX HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/5/17,"FIVE GUYS #CA-1504 542929804983229 - REDWOOD CITY, CA",7.16,"00069795066 2566520001
2566520001
FOOD/BEVERAGE7.16
FOOD/BEVERAGE0.00
FOOD/BEVERAGE0.00
FOOD/BEVERAGE0.00
 2566520001 
  FOOD/BEVERAGE  $7.16 
 ",Five Guys,,"801 MIDDLEFIELD RD.
REDWOOD CITY
CA","94063
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/5/17,"GOOGLE *GOOGLE STORAGE - 855-836-3987, CA",1.99,"A070Y0QW SELLER
SELLER
 SELLER 
 ",GOOGLE SERVICES,,"1600 AMPHITHEATRE PKWY
MOUNTAIN VIEW
CA","94043-1351
UNITED STATES",3.20173E+17,Business Services-Internet Services
11/5/17,"LYFT *RIDE SAT 6PM - SAN FRANCISCO, CA",49.22,"OPSNT_BIJIY(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/5/17,"UBER *US NOV05 RLRXS - HELP.UBER.COM, CA",12.7,"JYZ3KQ6C HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/6/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3.5,"586761 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/6/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"2987006 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/6/17,"AplPay PHILZ COFFEE - Cupertino, CA",7,"VPF2OR squareup.com/receipts
squareup.com/receipts
 squareup.com/receipts 
 ",PHILZ COFFEE,,#NAME?,"95014
UNITED STATES OF AMERICA (THE)",3.20173E+17,Restaurant-Restaurant
11/6/17,"AplPay YOHO YOGURT LLC 00-08030496031 - REDWOOD CITY, CA",3.01,"31099537309 MISC FOOD STORE
MISC FOOD STORE
 MISC FOOD STORE 
 ",YOHO YOGURT,,"851 MIDDLEFIELD RD
REDWOOD CITY
CA","94063
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
11/6/17,"LYFT *RIDE MON 7AM - SAN FRANCISCO, CA",8,"OPSNT_BIFGF(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/6/17,"LYFT *RIDE MON 8AM - SAN FRANCISCO, CA",12.49,"OPSNT_BIGQ0(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/6/17,ONLINE PAYMENT - THANK YOU,"-3,186.33",,,,,,3.20173E+17,
11/7/17,"APPLE ONLINE STORE - CUPERTINO, CA",47.96,"W548387121A2488542547 95035-
2488542547 95035-
COM*PUTER/SOFTWARE
W548387121
4466151761
 2488542547 95035- 
  COM*PUTER/SOFTWARE  
  W548387121  
  4466151761  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/7/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"506764 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/7/17,"LYFT *RIDE MON 10AM - SAN FRANCISCO, CA",8.32,"OPSNT_BJ3PT(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/8/17,"AMAZON.COM - AMZN.COM/BILL, WA",40.44,"73KFYUA4TF5 MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/8/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"526228 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/8/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/8/17,"LYFT *RIDE TUE 9PM - SAN FRANCISCO, CA",7.42,"OPSNT_BJBM5(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/8/17,"NBA.COM LEAGUE PASS - 844-622-8550, GA",17.99,"74529120ABNNBA02192547 30318
NBA02192547 30318
 NBA02192547 30318 
 ",NBA.COM/LEAGUE PASS,,"101 MARIETTA ST NW
ATLANTA
GA","30303-2720
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/9/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"566484 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/9/17,"UBER *U6M2M - HELP.UBER.COM, CA",8.38,"2MMPMBQR HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/9/17,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",14.99,"MN9S52D2YHA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/10/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"541462 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/10/17,"LYFT *RIDE THU 8PM - SAN FRANCISCO, CA",7.67,"OPSNT_BK2U8(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/10/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",10,"10156320171 6507234500
6507234500
TIP1.77
TIP0.00
TIP0.00
TIP0.00
 6507234500 
  TIP  $1.77 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/10/17,"UBER *NI3SH - HELP.UBER.COM, CA",12.7,"BS9H1KTH HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/10/17,"UBER *PAQ5E - HELP.UBER.COM, CA",10.67,"3NSA77KK HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/11/17,"NETFLIX.COM - 866-579-7172, CA",10.99,"18584979645 SUBSCRIPTION
SUBSCRIPTION
 SUBSCRIPTION 
 ",NETFLIX.COM  866-579-7172,,"100 WINCHESTER CIR
LOS GATOS
CA","95032
UNITED STATES",3.20173E+17,Entertainment-Other Entertainment
11/11/17,"UBER *BF7FX - HELP.UBER.COM, CA",8.03,"ASGA5K4P HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/12/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",35.96,"5PQYE13VNU5 BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/12/17,"SAAVN PRO SUBSCRIPTION - NEW YORK, NY",3.99,"OPSNT_BL061 2127103080
2127103080
 2127103080 
 ",SAAVN PRO SUBSCRIPTION,,"460 PARK AVENUE SO., 4TH FLOOR
NEW YORK CITY
NY","10016
UNITED STATES OF AMERICA (THE)",3.20173E+17,Merchandise & Supplies-Computer Supplies
11/12/17,"SAFEWAY STORE 0667 - SAN FRANCISCO, CA",7.36,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"5290 DIAMOND HEIGHTS BLVD
SAN FRANCISCO
CA","94131-2196
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
11/13/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"524203 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/13/17,"TARGET CUPERTINO MAIN STREET 3224 - CUPERTINO, CA",28.33,"01699310 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET STORE,,"19499 STEVENS CREEK BLVD.
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
11/14/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"569438 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/14/17,"LYFT *RIDE MON 5PM - SAN FRANCISCO, CA",9.64,"OPSNT_BLN3U(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/14/17,"WWW.ITUNES.COM/BILL - CUPERTINO, CA",0.99,"MN9SZJZ80TA DIRECT MKTG INTERNET
DIRECT MKTG INTERNET
 DIRECT MKTG INTERNET 
 ",WWW.ITUNES.COM/BILL,,"12545 RIATA VISTA CIRCLE
AUSTIN
TX","78727-5205
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/15/17,"AMAZON.COM - AMZN.COM/BILL, WA",15.36,"W2COIX9JB6N MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/15/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"560902 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/15/17,"LYFT *RIDE TUE 8PM - SAN FRANCISCO, CA",7.51,"OPSNT_BMDM4(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/15/17,"LYFT *RIDE WED 9PM - SAN FRANCISCO, CA",7.36,"OPSNT_BME8P(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/15/17,"SAFEWAY STORE 0759 - SAN FRANCISCO, CA",28.16,"GROCERY STORE
GROCERY STORE
 GROCERY STORE 
 ",SAFEWAY,,"625 MONTEREY BLVD
SAN FRANCISCO
CA","94127
UNITED STATES",3.20173E+17,Merchandise & Supplies-Groceries
11/15/17,SPOTIFY USA - NEW YORK,9.99,"P040529B2E DIRECT MKTG MISC
DIRECT MKTG MISC
 DIRECT MKTG MISC 
 ",SPOTIFY MUSIC SUBS USD RECURRING,,"4TH, 25 ARGYLL ST
LONDON","W1F 7TU
UNITED KINGDOM OF GB AND NI",3.20173E+17,Merchandise & Supplies-Music & Video
11/15/17,"TARGET CUPERTINO MAIN STREET 3224 - CUPERTINO, CA",7.95,"00781204 DISCOUNT STORE
DISCOUNT STORE
 DISCOUNT STORE 
 ",TARGET STORE,,"19499 STEVENS CREEK BLVD.
CUPERTINO
CA","95014
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
11/17/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201047802 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/17/17,"AplPay CMSVEND*CV BAY AREA VEND 000015303 - SAN JOSE, CA",1.35,"00201033245 7815015809
7815015809
FAST FOOD REST.  $1.35
 7815015809 
  Description   Price 
  FAST FOOD REST.   $1.35 
 ",BAY AREA VENDING,,"3870 CHARTER PARK DR
SAN JOSE
CA","95136-1388
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/17/17,"LYFT *RIDE THU 11PM - SAN FRANCISCO, CA",46.97,"OPSNT_BMWEK(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/17/17,"UBER *TRIP B2LNF - HELP.UBER.COM, CA",28.1,"70NC7AVV HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/18/17,"THE TREEHOUSE 650000000922487 - STANFORD, CA",35,"10156320171 6507234500
6507234500
TIP3.93
TIP0.00
TIP0.00
TIP0.00
 6507234500 
  TIP  $3.93 
 ",THE TREEHOUSE,,"459 LAGUNITA DR
STANFORD
CA","94305
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/19/17,"HLU*HULU 103121330-U - HULU.COM/BILL, CA",11.99,"SL:3:893450 HULU.COM/BILL
HULU.COM/BILL
 HULU.COM/BILL 
 ",HULU,,"2500 BROADWAY
SANTA MONICA
CA","90404-3065
UNITED STATES",3.20173E+17,Communications-Cable & Internet Comm
11/20/17,"LOS ALTOS TAQUERIA 0108 - MOUNTAIN VIEW, CA",14.17,"57490229 650-965-7236
650-965-7236
FOOD/BEVERAGE  $0.00
 650-965-7236 
  Description  
  FOOD/BEVERAGE  
 ",TAQUERIA LOS ALTOS,,"2105 OLD MIDDLEFIELD WAY, STE E
MOUNTAIN VIEW
CA","94043-2464
UNITED STATES",3.20173E+17,Restaurant-Restaurant
11/20/17,"PATXIS PIZZA-PALO ALTO 00A5 - PALO ALTO, CA",24,"879 650-473-1437
650-473-1437
FOOD/BEVERAGE  $0.00
 650-473-1437 
  Description  
  FOOD/BEVERAGE  
 ",PATXI'S CHICAGO PIZZA,,"441 EMERSON ST
PALO ALTO
CA","94301-1605
UNITED STATES",3.20173E+17,Restaurant-Restaurant
11/21/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",28.98,"Y1I7DYK3C9E BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/21/17,"AMAZON.COM - AMZN.COM/BILL, WA",32.85,"2GYTFSYN422 MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/21/17,"UBER *TRIP ISRBB - HELP.UBER.COM, CA",7,"5VPNG81B HELP.UBER.COM
HELP.UBER.COM
 HELP.UBER.COM 
 ",UBER,,"1455 MARKET ST
4TH FLOOR
SAN FRANCISCO
CA","94103
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/22/17,DELTA AIR LINES - ATLANTA,8.99,"18002211212
DELTA AIR LINES
From : To : Carrier : Class :
N/A
N/A YY
N/A YY
N/A YY
N/A YY
Ticket Number :  0060194612587 Date of Departure :
Passenger Name : PRASAD/VIKRAM S
Document Type : INFLIGHT CHARGES
 DELTA AIR LINES 
  From:   To:  Carrier:   Class:  
  N/A   N/A   YY   
  N/A  
  N/A  
  N/A  
  Ticket Number:  0060194612587 
  Passenger Name: PRASAD/VIKRAM S 
  Document Type: INFLIGHT CHARGES 
 ",DELTA AIR LINES INC.,,"ATLANTA AIRPORT
ATLANTA
GA","30320
UNITED STATES",3.20173E+17,Travel-Airline
11/23/17,"AssurantRenters.Com - 800-370-1990, FL",31,"32610424517 INSURANCE
INSURANCE
 INSURANCE 
 ",AssurantRenters.COM RENTERS INS EXCEED,,"11222 QUAIL ROOST DR
MIAMI
FL","33157-6596
UNITED STATES",3.20173E+17,Business Services-Insurance Services
11/23/17,"LIFELOC*ADVANTAGE - 800-543-3562, AZ",19.99,"LIFELO68914 800-543-3562
800-543-3562
 800-543-3562 
 ",LIFELOCK,,"60 E RIO SALADO PKWY
STE 400
TEMPE
AZ","85281-9129
UNITED STATES",3.20173E+17,Other-Miscellaneous
11/24/17,20% In-Flight Savings for Delta SkyMiles,-1.8,"Credit Cardmembers
",DELTA AIR LINES INC.,,"ATLANTA AIRPORT
ATLANTA
GA","30320
UNITED STATES",3.20173E+17,Travel-Airline
11/25/17,"CHIPOTLE 2840 0023 - NOVI, MI",16.7,"0000010286 303-595-4000
303-595-4000
FAST FOOD RESTAURAN $0.00
 303-595-4000 
  Description  
  FAST FOOD RESTAURAN 
 ",Chipotle Mexican Grill,,"43345 CRESCENT BLVD
NOVI
MI","48375
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/26/17,"ROJO MEXICAN BISTRO - ROJO MEXICAN BI - BIRMINGHAM, MI",14,"32173927331 RESTAURANT
RESTAURANT
TIP2.35
TIP0.00
TIP0.00
TIP0.00
 RESTAURANT 
  TIP  $2.35 
 ",ROJO MEXICAN BISTRO,,"250 E MERRILL ST
BIRMINGHAM
MI","48009-6106
UNITED STATES",3.20173E+17,Restaurant-Restaurant
11/26/17,"STANFORD ATHL TICKET OFF 0572 - STANFORD, CA",118,"6061108173 6061108173 48375
6061108173 48375
MAIL ORDER & COD
 6061108173 48375 
  MAIL ORDER & COD  
 ",STANFORD UNIVERSITY ATHLETICS,,"641 CAMPUS DR
STANFORD
CA","94305
UNITED STATES",3.20173E+17,Entertainment-Other Entertainment
11/27/17,"APPLE ONLINE STORE - CUPERTINO, CA","1,291.95","W433020512A2488542547 94065-
2488542547 94065-
COM*PUTER/SOFTWARE
W433020512
6704809758
 2488542547 94065- 
  COM*PUTER/SOFTWARE  
  W433020512  
  6704809758  
 ",APPLE ONLINE STORE,,"12545 RIATA VISTA CIR
AUSTIN
TX","78727-6524
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/28/17,"AMAZON MKTPLACE PMTS - AMZN.COM/BILL, WA",60.65,"2MSZPNGCIFL BOOK STORES
BOOK STORES
 BOOK STORES 
 ",Amazon Marketplace,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/28/17,"AMAZON.COM - AMZN.COM/BILL, WA",200.34,"6GMVOPR6LPK MERCHANDISE
MERCHANDISE
 MERCHANDISE 
 ",AMAZON.COM,,"410 TERRY AVE N
-
SEATTLE
WA","98109
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/28/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3.5,"560228 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/28/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3108187 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/28/17,"GUITAR CENTER #222 222 - SANTA CLARA, CA",664.89,"22757434 866-498-7882
866-498-7882
MUSICAL INSTRUMENTS $0.00
 866-498-7882 
  Description  
  MUSICAL INSTRUMENTS 
 ",GUITAR CENTER,,"3677 STEVENS CREEK BLVD
SANTA CLARA
CA","95051
UNITED STATES",3.20173E+17,Merchandise & Supplies-Music & Video
11/28/17,"REI.COM - 800-426-4840, WA",36.89,"596A2FB85EE OUTDOOR G&A
OUTDOOR G&A
 OUTDOOR G&A 
 ",REI.COM,,"6750 S 228TH ST
KENT
WA","98032-4803
UNITED STATES",3.20173E+17,Merchandise & Supplies-Sporting Goods Stores
11/29/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",3,"580021 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/29/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"3120089 ESPRESSO BAR
ESPRESSO BAR
 ESPRESSO BAR 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/29/17,"LYFT *RIDE TUE 10AM - SAN FRANCISCO, CA",63.13,"OPSNT_BRJZS(NONE) 94104
(NONE) 94104
LEDGER
 (NONE) 94104 
  LEDGER  
 ",LYFT.COM,,"548 MARKET ST
SAN FRANCISCO
CA","94104
UNITED STATES",3.20173E+17,Transportation-Taxis & Coach
11/29/17,ONLINE PAYMENT - THANK YOU,"-2,438.98",,,,,,3.20173E+17,
11/29/17,"STANFORD ATHL TICKET OFF 0572 - STANFORD, CA",10,"5581120578 5581120578 48375
5581120578 48375
MAIL ORDER & COD
 5581120578 48375 
  MAIL ORDER & COD  
 ",STANFORD UNIVERSITY ATHLETICS,,"641 CAMPUS DR
STANFORD
CA","94305
UNITED STATES",3.20173E+17,Entertainment-Other Entertainment
11/29/17,"TIMBUK2 0131 - SAN FRANCISCO, CA",69.76,"7541107944 7541107944 95014
7541107944 95014
APPAREL/ACCESSORIES
 7541107944 95014 
  APPAREL/ACCESSORIES  
 ",TIMBUK 2 DESIGN,,"583 SHOTWELL ST
SAN FRANCISCO
CA","94110-1915
UNITED STATES",3.20173E+17,Merchandise & Supplies-Wholesale Stores
11/30/17,"AE.COM ONLINE ORDER - 888-232-4535, KS",120.11,"000539981 888-2324535
888-2324535
DIRECT MRKTR  $0.00
 888-2324535 
  Description  
  DIRECT MRKTR  
 ",AE OUTFTR  WWW.AE.COM,,"1301 N DAVIS AVE
OTTAWA
KS","66067-9778
UNITED STATES",3.20173E+17,Merchandise & Supplies-Internet Purchase
11/30/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",6,"525708 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
11/30/17,"AplPay CAFFE MACS-CUPERTINO - CUPERTINO, CA",7,"564042 FAST FOOD RESTAURANT
FAST FOOD RESTAURANT
 FAST FOOD RESTAURANT 
 ",APL*CAFFE MACS-IL1,,"1 INFINITE LOOP
CUPERTINO
CA","95014-2083
UNITED STATES",3.20173E+17,Restaurant-Bar & Café
